Q77M19,A0FGR8,1
Q77M19,A6NKD9,1
Q77M19,O00165,1
Q77M19,O00264,1
Q77M19,O00483,1
Q77M19,O00743,1
Q77M19,O00762,1
Q77M19,O14545,1
Q77M19,O14654,1
Q77M19,O14734,1
Q77M19,O14735,1
Q77M19,O14787,1
Q77M19,O14828,1
Q77M19,O14925,1
Q77M19,O14979,1
Q77M19,O14980,1
Q77M19,O15173,1
Q77M19,O15269,1
Q77M19,O15372,1
Q77M19,O43169,1
Q77M19,O43175,1
Q77M19,O43242,1
Q77M19,O43592,1
Q77M19,O43747,1
Q77M19,O43759,1
Q77M19,O43819,1
Q77M19,O43826,1
Q77M19,O60762,1
Q77M19,O60884,1
Q77M19,O75251,1
Q77M19,O75396,1
Q77M19,O75420,1
Q77M19,O75489,1
Q77M19,O75746,1
Q77M19,O75844,1
Q77M19,O75947,1
Q77M19,O75964,1
Q77M19,O76031,1
Q77M19,O94776,1
Q77M19,O94826,1
Q77M19,O94874,1
Q77M19,O94905,1
Q77M19,O95202,1
Q77M19,O95373,1
Q77M19,O95757,1
Q77M19,O95816,1
Q77M19,O95831,1
Q77M19,O95983,1
Q77M19,P00367,1
Q77M19,P00387,1
Q77M19,P00403,1
Q77M19,P01024,1
Q77M19,P02786,1
Q77M19,P04350,1
Q77M19,P04637,1
Q77M19,P04843,1
Q77M19,P04844,1
Q77M19,P05023,1
Q77M19,P05141,1
Q77M19,P05198,1
Q77M19,P05386,1
Q77M19,P05387,1
Q77M19,P05388,1
Q77M19,P06454,1
Q77M19,P06576,1
Q77M19,P06748,1
Q77M19,P07099,1
Q77M19,P07437,1
Q77M19,P07814,1
Q77M19,P07900,1
Q77M19,P07910,1
Q77M19,P08195,1
Q77M19,P08238,1
Q77M19,P08670,1
Q77M19,P08865,1
Q77M19,P09496,1
Q77M19,P09669,1
Q77M19,P09874,1
Q77M19,P10599,1
Q77M19,P11021,1
Q77M19,P11166,1
Q77M19,P11279,1
Q77M19,P11940,1
Q77M19,P12004,1
Q77M19,P12235,1
Q77M19,P12236,1
Q77M19,P12268,1
Q77M19,P12956,1
Q77M19,P13010,1
Q77M19,P13073,1
Q77M19,P13639,1
Q77M19,P13995,1
Q77M19,P14868,1
Q77M19,P16520,1
Q77M19,P16615,1
Q77M19,P17066,1
Q77M19,P17987,1
Q77M19,P18124,1
Q77M19,P18621,1
Q77M19,P18859,1
Q77M19,P19338,1
Q77M19,P20340,1
Q77M19,P20645,1
Q77M19,P20674,1
Q77M19,P21796,1
Q77M19,P22061,1
Q77M19,P22695,1
Q77M19,P23528,1
Q77M19,P23786,1
Q77M19,P24534,1
Q77M19,P24539,1
Q77M19,P25685,1
Q77M19,P25705,1
Q77M19,P26196,1
Q77M19,P26373,1
Q77M19,P26641,1
Q77M19,P27708,1
Q77M19,P27824,1
Q77M19,P30048,1
Q77M19,P30049,1
Q77M19,P30050,1
Q77M19,P30153,1
Q77M19,P30154,1
Q77M19,P31040,1
Q77M19,P31153,1
Q77M19,P31689,1
Q77M19,P31930,1
Q77M19,P31943,1
Q77M19,P31946,1
Q77M19,P31948,1
Q77M19,P31949,1
Q77M19,P32969,1
Q77M19,P33947,1
Q77M19,P34931,1
Q77M19,P34932,1
Q77M19,P35232,1
Q77M19,P35268,1
Q77M19,P35613,1
Q77M19,P35998,1
Q77M19,P36542,1
Q77M19,P36578,1
Q77M19,P37802,1
Q77M19,P39023,1
Q77M19,P39656,1
Q77M19,P40227,1
Q77M19,P40763,1
Q77M19,P40938,1
Q77M19,P40939,1
Q77M19,P41252,1
Q77M19,P42167,1
Q77M19,P42224,1
Q77M19,P42356,1
Q77M19,P42677,1
Q77M19,P42704,1
Q77M19,P42766,1
Q77M19,P43307,1
Q77M19,P43487,1
Q77M19,P45880,1
Q77M19,P46777,1
Q77M19,P46778,1
Q77M19,P46977,1
Q77M19,P47914,1
Q77M19,P48047,1
Q77M19,P48444,1
Q77M19,P48643,1
Q77M19,P49257,1
Q77M19,P49368,1
Q77M19,P49411,1
Q77M19,P49755,1
Q77M19,P50402,1
Q77M19,P50502,1
Q77M19,P50991,1
Q77M19,P51148,1
Q77M19,P51149,1
Q77M19,P51571,1
Q77M19,P51572,1
Q77M19,P51617,1
Q77M19,P51970,1
Q77M19,P52272,1
Q77M19,P52292,1
Q77M19,P52434,1
Q77M19,P52597,1
Q77M19,P52630,1
Q77M19,P53007,1
Q77M19,P53618,1
Q77M19,P53621,1
Q77M19,P53985,1
Q77M19,P54136,1
Q77M19,P54709,1
Q77M19,P54725,1
Q77M19,P55060,1
Q77M19,P55072,1
Q77M19,P55084,1
Q77M19,P55209,1
Q77M19,P55884,1
Q77M19,P56134,1
Q77M19,P56192,1
Q77M19,P57088,1
Q77M19,P57105,1
Q77M19,P60468,1
Q77M19,P60709,1
Q77M19,P60842,1
Q77M19,P61026,1
Q77M19,P61106,1
Q77M19,P61247,1
