UNIPROT_AC:Q5ZWZ3,UNIPROT_AC:P62820,1
UNIPROT_AC:A0A0H2ZTM2,UNIPROT_AC:P60953,1
UNIPROT_AC:A0A0H3A2T3,UNIPROT_AC:P60953,1
UNIPROT_AC:A0A0H3A1L5,UNIPROT_AC:P60953,1
UNIPROT_AC:P16946,UNIPROT_AC:P08603,1
UNIPROT_AC:Q8VSP9,UNIPROT_AC:P06400,1
UNIPROT_AC:Q6XW12,UNIPROT_AC:P06400,1
UNIPROT_AC:P13128,UNIPROT_AC:P07339,1
UNIPROT_AC:Q7BG35,UNIPROT_AC:P06731,1
UNIPROT_AC:Q57254,UNIPROT_AC:P06731,1
UNIPROT_AC:Q2TV77,UNIPROT_AC:P09486,1
UNIPROT_AC:A8E1U6,UNIPROT_AC:P24071,1
UNIPROT_AC:Q01694,UNIPROT_AC:P22897,1
UNIPROT_AC:P00546,UNIPROT_AC:P61024,1
UNIPROT_AC:O41958,UNIPROT_AC:Q96Q89,1
UNIPROT_AC:P03406,UNIPROT_AC:P08631,1
UNIPROT_AC:P03407,UNIPROT_AC:P08631,1
UNIPROT_AC:Q29ST3,UNIPROT_AC:P62820,1
UNIPROT_AC:Q6X1Y7,UNIPROT_AC:P62820,1
UNIPROT_AC:Q6VGT6,UNIPROT_AC:P19838,1
UNIPROT_AC:Q2KRZ4,UNIPROT_AC:P19838,1
UNIPROT_AC:Q05499,UNIPROT_AC:Q00403,1
NCBI_ACC:NP_044650,UNIPROT_AC:Q00403,1
UNIPROT_AC:P07269,UNIPROT_AC:Q00403,1
UNIPROT_AC:P07270,UNIPROT_AC:Q00403,1
UNIPROT_AC:P07270,UNIPROT_AC:P20226,1
UNIPROT_AC:P46677,UNIPROT_AC:P20226,1
UNIPROT_AC:P07269,UNIPROT_AC:P20226,1
UNIPROT_AC:P39171,UNIPROT_AC:P16070,1
UNIPROT_AC:O41962,UNIPROT_AC:P21333,1
UNIPROT_AC:P88988,UNIPROT_AC:P21333,1
UNIPROT_AC:P00587,UNIPROT_AC:Q99075,1
UNIPROT_AC:Q86504,UNIPROT_AC:Q04637,1
UNIPROT_AC:P88980,UNIPROT_AC:P35222,1
UNIPROT_AC:Q69027,UNIPROT_AC:P10275,1
UNIPROT_AC:P25491,UNIPROT_AC:P10275,1
UNIPROT_AC:Q5ZVF7,UNIPROT_AC:P25963,1
UNIPROT_AC:P23255,UNIPROT_AC:P21675,1
UNIPROT_AC:P03254,UNIPROT_AC:P21675,1
UNIPROT_AC:P03129,UNIPROT_AC:P28749,1
UNIPROT_AC:P32561,UNIPROT_AC:P25490,1
UNIPROT_AC:Q6TVW2,UNIPROT_AC:Q13616,1
UNIPROT_AC:P52491,UNIPROT_AC:Q13616,1
UNIPROT_AC:Q6TVJ4,UNIPROT_AC:Q13616,1
UNIPROT_AC:Q6TVJ7,UNIPROT_AC:Q13616,1
UNIPROT_AC:Q6TVJ1,UNIPROT_AC:Q13616,1
UNIPROT_AC:Q6TVJ2,UNIPROT_AC:Q13616,1
UNIPROT_AC:Q6TVJ2,UNIPROT_AC:P62877,1
UNIPROT_AC:Q72500,UNIPROT_AC:P62877,1
UNIPROT_AC:Q6TVW2,UNIPROT_AC:P62877,1
UNIPROT_AC:Q6TVJ4,UNIPROT_AC:P62877,1
UNIPROT_AC:Q6TVJ7,UNIPROT_AC:P62877,1
UNIPROT_AC:Q6TVJ1,UNIPROT_AC:P62877,1
UNIPROT_AC:P04512,UNIPROT_AC:P56199,1
UNIPROT_AC:Q2KRY9,UNIPROT_AC:Q07955,1
UNIPROT_AC:Q6VGT1,UNIPROT_AC:Q07955,1
UNIPROT_AC:P07830,UNIPROT_AC:P06396,1
UNIPROT_AC:P60010,UNIPROT_AC:P06396,1
NCBI_ACC:NP_044650,UNIPROT_AC:P14859,1
UNIPROT_AC:P04499,UNIPROT_AC:P14859,1
UNIPROT_AC:O73557,UNIPROT_AC:P06730,1
UNIPROT_AC:P16778,UNIPROT_AC:Q07812,1
UNIPROT_AC:P04492,UNIPROT_AC:Q07812,1
UNIPROT_AC:Q2KRY9,UNIPROT_AC:P78527,1
UNIPROT_AC:Q6VGT1,UNIPROT_AC:P78527,1
UNIPROT_AC:P88981,UNIPROT_AC:P27694,1
UNIPROT_AC:P25454,UNIPROT_AC:P51587,1
UNIPROT_AC:P16749,UNIPROT_AC:P39748,1
UNIPROT_AC:Q6TQR6,UNIPROT_AC:P62988,1
UNIPROT_AC:P14682,UNIPROT_AC:P62988,1
UNIPROT_AC:Q99PZ6,UNIPROT_AC:P62988,1
UNIPROT_AC:P06104,UNIPROT_AC:P62988,1
UNIPROT_AC:O13563,UNIPROT_AC:P62988,1
UNIPROT_AC:P32527,UNIPROT_AC:P62988,1
UNIPROT_AC:Q00496,UNIPROT_AC:P62988,1
UNIPROT_AC:O41925,UNIPROT_AC:P62988,1
UNIPROT_AC:O56652,UNIPROT_AC:P62988,1
UNIPROT_AC:A9QPL8,UNIPROT_AC:P62988,1
UNIPROT_AC:P10845,UNIPROT_AC:P62988,1
UNIPROT_AC:Q04511,UNIPROT_AC:P62988,1
UNIPROT_AC:P40087,UNIPROT_AC:P62988,1
UNIPROT_AC:Q8I3V5,UNIPROT_AC:P62988,1
UNIPROT_AC:Q8ZNG2,UNIPROT_AC:P62988,1
UNIPROT_AC:P0CE12,UNIPROT_AC:P62988,1
UNIPROT_AC:P15873,UNIPROT_AC:P62988,1
UNIPROT_AC:Q6RCR0,UNIPROT_AC:P62988,1
UNIPROT_AC:P43558,UNIPROT_AC:P62988,1
UNIPROT_AC:P26188,UNIPROT_AC:P62988,1
UNIPROT_AC:Q8VSC3,UNIPROT_AC:P62988,1
UNIPROT_AC:Q83730,UNIPROT_AC:P31749,1
UNIPROT_AC:P06725,UNIPROT_AC:O96017,1
UNIPROT_AC:P06726,UNIPROT_AC:O96017,1
UNIPROT_AC:P14737,UNIPROT_AC:O96017,1
UNIPROT_AC:P20639,UNIPROT_AC:P19525,1
UNIPROT_AC:P53235,UNIPROT_AC:P19525,1
UNIPROT_AC:P21605,UNIPROT_AC:P19525,1
UNIPROT_AC:P15917,UNIPROT_AC:P53618,1
UNIPROT_AC:P15829,UNIPROT_AC:P53618,1
UNIPROT_AC:P17382,UNIPROT_AC:P42574,1
UNIPROT_AC:P03254,UNIPROT_AC:P45984,1
UNIPROT_AC:A5K736,UNIPROT_AC:P02786,1
UNIPROT_AC:Q8AZ57,UNIPROT_AC:P02786,1
UNIPROT_AC:Q9K0U9,UNIPROT_AC:P02787,1
UNIPROT_AC:A5K736,UNIPROT_AC:P02787,1
UNIPROT_AC:Q09057,UNIPROT_AC:P02787,1
UNIPROT_AC:Q9K0V0,UNIPROT_AC:P02787,1
UNIPROT_AC:P10221,UNIPROT_AC:Q9Y4K3,1
NCBI_ACC:NP_044625,UNIPROT_AC:Q9Y4K3,1
NCBI_ACC:NP_044639,UNIPROT_AC:Q9Y4K3,1
UNIPROT_AC:P03230,UNIPROT_AC:O43318,1
NCBI_ACC:NP_044639,UNIPROT_AC:Q15750,1
UNIPROT_AC:P10221,UNIPROT_AC:Q15750,1
UNIPROT_AC:B7UI22,UNIPROT_AC:Q9NYJ8,1
UNIPROT_AC:P03230,UNIPROT_AC:Q9NYJ8,1
UNIPROT_AC:P10221,UNIPROT_AC:Q9NYJ8,1
NCBI_ACC:NP_044639,UNIPROT_AC:Q9NYJ8,1
UNIPROT_AC:P71451,UNIPROT_AC:O15111,1
UNIPROT_AC:Q8Y6A8,UNIPROT_AC:O15111,1
UNIPROT_AC:P03230,UNIPROT_AC:O14920,1
UNIPROT_AC:Q777A4,UNIPROT_AC:O14920,1
UNIPROT_AC:P71451,UNIPROT_AC:O14920,1
UNIPROT_AC:Q8Y6A8,UNIPROT_AC:O14920,1
UNIPROT_AC:Q5ZVF7,UNIPROT_AC:Q00653,1
UNIPROT_AC:P88980,UNIPROT_AC:P28074,1
UNIPROT_AC:P89884,UNIPROT_AC:Q13576,1
UNIPROT_AC:P04608,UNIPROT_AC:Q12824,1
UNIPROT_AC:P68466,UNIPROT_AC:O00571,1
UNIPROT_AC:P08393,UNIPROT_AC:Q93008,1
UNIPROT_AC:O41946,UNIPROT_AC:P51665,1
UNIPROT_AC:O41969,UNIPROT_AC:Q15025,1
UNIPROT_AC:P30665,UNIPROT_AC:P33992,1
UNIPROT_AC:O41964,UNIPROT_AC:Q86UP2,1
UNIPROT_AC:O41957,UNIPROT_AC:Q86UP2,1
UNIPROT_AC:P25638,UNIPROT_AC:P07900,1
UNIPROT_AC:P38768,UNIPROT_AC:P07900,1
UNIPROT_AC:P88980,UNIPROT_AC:P07900,1
UNIPROT_AC:P88992,UNIPROT_AC:P23508,1
UNIPROT_AC:P88988,UNIPROT_AC:P35606,1
UNIPROT_AC:P31345,UNIPROT_AC:O60684,1
UNIPROT_AC:Q91LX9,UNIPROT_AC:Q969H0,1
UNIPROT_AC:Q4UG71,UNIPROT_AC:Q969H0,1
UNIPROT_AC:P03243,UNIPROT_AC:Q9UER7,1
UNIPROT_AC:B7UI21,UNIPROT_AC:Q15628,1
UNIPROT_AC:P03230,UNIPROT_AC:Q15628,1
UNIPROT_AC:Q777A4,UNIPROT_AC:Q15628,1
NCBI_ACC:NP_289553,UNIPROT_AC:Q13158,1
UNIPROT_AC:B7UI21,UNIPROT_AC:Q13158,1
UNIPROT_AC:D2TT37,UNIPROT_AC:Q13158,1
UNIPROT_AC:P34015,UNIPROT_AC:P01375,1
UNIPROT_AC:Q9DHW0,UNIPROT_AC:P01375,1
UNIPROT_AC:Q9YP87,UNIPROT_AC:P01375,1
UNIPROT_AC:P04608,UNIPROT_AC:P50750,1
UNIPROT_AC:P0DJ89,UNIPROT_AC:O00401,1
UNIPROT_AC:P0DJ88,UNIPROT_AC:O00401,1
UNIPROT_AC:O41932,UNIPROT_AC:O00401,1
UNIPROT_AC:Q8X2D5,UNIPROT_AC:O00401,1
UNIPROT_AC:F5H9D8,UNIPROT_AC:Q93009,1
UNIPROT_AC:P03211,UNIPROT_AC:Q93009,1
UNIPROT_AC:P08393,UNIPROT_AC:Q93009,1
UNIPROT_AC:P40335,UNIPROT_AC:Q96QK1,1
UNIPROT_AC:O41955,UNIPROT_AC:P63279,1
UNIPROT_AC:O41969,UNIPROT_AC:P63279,1
UNIPROT_AC:P03243,UNIPROT_AC:P63279,1
UNIPROT_AC:P03243,UNIPROT_AC:P63165,1
UNIPROT_AC:P39008,UNIPROT_AC:Q14671,1
UNIPROT_AC:P39016,UNIPROT_AC:Q9UFF9,1
UNIPROT_AC:P34015,UNIPROT_AC:P01374,1
UNIPROT_AC:P31498,UNIPROT_AC:P36507,1
UNIPROT_AC:P03182,UNIPROT_AC:O43521,1
UNIPROT_AC:P04488,UNIPROT_AC:P01857,1
UNIPROT_AC:P03407,UNIPROT_AC:O95477,1
UNIPROT_AC:P16749,UNIPROT_AC:P62993,1
UNIPROT_AC:Q04199,UNIPROT_AC:Q9Y294,1
UNIPROT_AC:Q8ZMM8,UNIPROT_AC:P33176,1
UNIPROT_AC:Q6XVY7,UNIPROT_AC:P63000,1
INTACT:EBI-7355238,UNIPROT_AC:P63000,1
UNIPROT_AC:Q6XW05,UNIPROT_AC:P63000,1
