UNIPROT_AC:P62820,UNIPROT_AC:Q5ZWZ3,1
UNIPROT_AC:P20340,UNIPROT_AC:Q5ZWZ3,1
UNIPROT_AC:Q9H0U4,UNIPROT_AC:Q5ZWZ3,1
UNIPROT_AC:P61006,UNIPROT_AC:Q5ZWZ3,1
UNIPROT_AC:O15162,UNIPROT_AC:Q5ZWZ3,0
UNIPROT_AC:O94842,UNIPROT_AC:Q5ZWZ3,0
UNIPROT_AC:Q13765,UNIPROT_AC:Q5ZWZ3,0
UNIPROT_AC:Q9UK73,UNIPROT_AC:Q5ZWZ3,0
UNIPROT_AC:P60953,UNIPROT_AC:A0A0H2ZTM2,1
UNIPROT_AC:Q92750,UNIPROT_AC:A0A0H2ZTM2,0
UNIPROT_AC:P60953,UNIPROT_AC:A0A0H3A2T3,1
UNIPROT_AC:P26038,UNIPROT_AC:A0A0H3A2T3,0
UNIPROT_AC:P60953,UNIPROT_AC:A0A0H3A1L5,1
UNIPROT_AC:P22732,UNIPROT_AC:A0A0H3A1L5,0
UNIPROT_AC:P08603,UNIPROT_AC:P16946,1
UNIPROT_AC:Q9P2R3,UNIPROT_AC:P16946,0
UNIPROT_AC:P06400,UNIPROT_AC:Q8VSP9,1
UNIPROT_AC:Q16875,UNIPROT_AC:Q8VSP9,0
UNIPROT_AC:P06400,UNIPROT_AC:Q6XW12,1
UNIPROT_AC:A6NM11,UNIPROT_AC:Q6XW12,0
UNIPROT_AC:P07339,UNIPROT_AC:P13128,1
UNIPROT_AC:O75348,UNIPROT_AC:P13128,0
UNIPROT_AC:P06731,UNIPROT_AC:Q7BG35,1
UNIPROT_AC:Q59F48,UNIPROT_AC:Q7BG35,0
UNIPROT_AC:P06731,UNIPROT_AC:Q57254,1
UNIPROT_AC:O95751,UNIPROT_AC:Q57254,0
UNIPROT_AC:P09486,UNIPROT_AC:Q2TV77,1
UNIPROT_AC:Q16875,UNIPROT_AC:Q2TV77,0
UNIPROT_AC:P24071,UNIPROT_AC:A8E1U6,1
